smiles_b,reacted_b
CN(C)C1=C(C=O)C=CC=C1,CN(C)C1=CC=CC=C1C[At]
CC1=CC=CC(=N1)C(O)=O,CC1=CC=CC(C(=O)[At])=N1
COC1=C(C=CC=C1)C(O)=O,COC1=CC=CC=C1C(=O)[At]
OC(=O)C1=CC=NC=C1,O=C([At])C1=CC=NC=C1
CC(C)(C)OC(=O)N1CCN(CC(O)=O)CC1,CC(C)(C)OC(=O)N1CCN(CC(=O)[At])CC1
OC(=O)CNC(=O)C1=CC=CN=C1,O=C([At])CNC(=O)C1=CN=CC=C1
OC(=O)C1=CC2=C(C=C1)C=C(O)C=C2,O=C([At])C1=CC=C2C=C(O)C=CC2=C1
CCCOC1=C(C=CC=C1)C(O)=O,CCCOC1=CC=CC=C1C(=O)[At]
OC(=O)C1=NNC(=O)C2=C1C=CC=C2,O=C([At])C1=NNC(=O)C2=C1C=CC=C2
OC(=O)\\C=C\\C1=CC=CS1,O=C([At])/C=C/C1=CC=CS1
CCC[C@H](NC(=O)OCC1=CC=CC=C1)C(O)=O,CCC[C@H](NC(=O)OCC1=CC=CC=C1)C(=O)[At]
COC1=C(C=CC=C1Br)C(O)=O,COC1=C(Br)C=CC=C1C(=O)[At]
OC1=C(C=O)C=C(I)C=C1,OC1=CC=C(I)C=C1C[At]
CCC(Cl)C(O)=O,CCC(Cl)C(=O)[At]
OC(=O)C1=CC(C=C)=CC=C1,C=CC1=CC(C(=O)[At])=CC=C1
OC(=O)C1=CC=C(C=C1)S(F)(F)(F)(F)F,O=C([At])C1=CC=C(S(F)(F)(F)(F)F)C=C1
FC1=CC(F)=C(C=O)C(F)=C1,FC1=CC(F)=C(C[At])C(F)=C1
OC(=O)C1CC(=C)C1,C=C1CC(C(=O)[At])C1
COC(=O)CC(NC(=O)OC(C)(C)C)C(O)=O,CC(C)(C)OC(=O)NC(CC(=O)[At])C(=O)O
COC1=C(C)C=CC(=C1)C(O)=O,COC1=C(C)C=CC(C(=O)[At])=C1
CC1=NC(C(O)=O)=C(Br)C=N1,CC1=NC(C(=O)[At])=C(Br)C=N1
COC1=CC=CC(\\C=C\\C(O)=O)=C1,COC1=CC=CC(/C=C/C(=O)[At])=C1
OC(=O)CC1CCCCCC1,O=C([At])CC1CCCCCC1
CN(CC(O)=O)C(=O)OC(C)(C)C,CN(CC(=O)[At])C(=O)OC(C)(C)C
CC(CC=O)C1=CC=CC=C1,CC(CC[At])C1=CC=CC=C1
OC(=O)CNC=O,O=CNCC(=O)[At]
OC(=O)CCCCCCCCC=C,C=CCCCCCCCCC(=O)[At]
O.CC(C)C[C@H](NC(=O)OC(C)(C)C)C(O)=O,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)[At]
COC1=CC=C(Cl)C=C1C(O)=O,COC1=C(C(=O)[At])C=C(Cl)C=C1
CCCCCCCC(O)=O,CCCCCCCC(=O)[At]
CC(C)OC1=CC=C(C=C1)C(O)=O,CC(C)OC1=CC=C(C(=O)[At])C=C1
COC(=O)C1(CC1)C(O)=O,O=C(O)C1(C(=O)[At])CC1
OC(=O)COCC(O)=O,O=C(O)COCC(=O)[At]
OC(=O)CC1=CC(F)=C(O)C=C1,O=C([At])CC1=CC=C(O)C(F)=C1
O=CC1=CSC2=C1C=CC=C2,[At]CC1=CSC2=C1C=CC=C2
COC1=CC2=C(NC(=C2)C(O)=O)C=C1,COC1=CC2=C(C=C1)NC(C(=O)[At])=C2
OC(=O)CC1=CC(Cl)=CC=C1,O=C([At])CC1=CC=CC(Cl)=C1
CC1=C(C=CC(O)=C1)C(O)=O,CC1=CC(O)=CC=C1C(=O)[At]
OC(=O)COC1=CC=C(F)C=C1,O=C([At])COC1=CC=C(F)C=C1
COC1=CC(C(O)=O)=C(OC)C=C1,COC1=CC(C(=O)[At])=C(OC)C=C1
OC(=O)C1=C(Cl)C=CC(Cl)=C1,O=C([At])C1=CC(Cl)=CC=C1Cl
OC(=O)c1cn[nH]c1,O=C([At])C1=CNN=C1
OC(=O)C1=CSC=C1Br,O=C([At])C1=CSC=C1Br
OC(=O)COC1=CC=CC=C1,O=C([At])COC1=CC=CC=C1
CC1=CC=C(C=O)C=C1,CC1=CC=C(C[At])C=C1
COC(=O)CCCC(O)=O,O=C(O)CCCC(=O)[At]
CC1=C(Br)C=CC=C1C(O)=O,CC1=C(C(=O)[At])C=CC=C1Br
OC(=O)C1=CC=NC=C1F,O=C([At])C1=C(F)C=NC=C1
OC(=O)C1(CC1)C1=CC=C(F)C=C1,O=C([At])C1(C2=CC=C(F)C=C2)CC1
CN(C)CC(O)=O,CN(C)CC(=O)[At]
OCC(C(O)=O)C1=CC=CC=C1,O=C([At])C(CO)C1=CC=CC=C1
COC1=NC=C(C=O)C=C1,COC1=CC=C(C[At])C=N1
OC(=O)C1=C(C=CC=C1)[N+]([O-])=O,O=C([At])C1=CC=CC=C1[N+](=O)[O-]
FC1=C(C=CC=C1C=O)C(F)(F)F,FC1=C(C[At])C=CC=C1C(F)(F)F
OC(=O)C1=CC=C2C=CC=CC2=C1,O=C([At])C1=CC2=CC=CC=C2C=C1
OC(=O)C1=COC=N1,O=C([At])C1=COC=N1
OC(=O)C1=CN(CC2=CC=CC=C2)N=C1,O=C([At])C1=CN(CC2=CC=CC=C2)N=C1
CC1=CC(=CS1)C(O)=O,CC1=CC(C(=O)[At])=CS1
COC(=O)[C@H]1CC[C@@H](CC1)C(O)=O,O=C(O)[C@H]1CC[C@H](C(=O)[At])CC1
CCC(CC)C(O)=O,CCC(CC)C(=O)[At]
OC(=O)CCC1=CC=CC=C1,O=C([At])CCC1=CC=CC=C1
O=CC1=CSC=C1,[At]CC1=CSC=C1
OC(=O)CC1=CC(Cl)=C(F)C=C1,O=C([At])CC1=CC=C(F)C(Cl)=C1
OC(=O)CCC=C,C=CCCC(=O)[At]
CC(C)(C)C1=CC(=CC(=C1)C(O)=O)C(C)(C)C,CC(C)(C)C1=CC(C(=O)[At])=CC(C(C)(C)C)=C1
OC(=O)\\C=C\\C1=C(F)C=C(F)C=C1,O=C([At])/C=C/C1=CC=C(F)C=C1F
O=CC1=CC=CC(=C1)C1=CC=CS1,[At]CC1=CC(C2=CC=CS2)=CC=C1
COC1=CC=C(C=C1)C1(CC1)C(O)=O,COC1=CC=C(C2(C(=O)[At])CC2)C=C1
OC(=O)C1=CC(=CC=C1)C(F)(F)F,O=C([At])C1=CC=CC(C(F)(F)F)=C1
COC1=CC(Cl)=C(C=C1)C(O)=O,COC1=CC=C(C(=O)[At])C(Cl)=C1
FC1=C(Br)C(C=O)=CC=C1,FC1=C(Br)C(C[At])=CC=C1
CC(C)(C)OC(=O)N[C@@H](CC1=C(F)C=CC=C1)C(O)=O,CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1F)C(=O)[At]
OC(=O)C1CCC(CC1)C1=CC=C(Cl)C=C1,O=C([At])C1CCC(C2=CC=C(Cl)C=C2)CC1
IC1=C(C=O)C=CC=C1,IC1=CC=CC=C1C[At]
OC(=O)C1=CC(I)=CC(F)=C1,O=C([At])C1=CC(F)=CC(I)=C1
OC(=O)C1=CC(=C(O)C=C1)[N+]([O-])=O,O=C([At])C1=CC=C(O)C([N+](=O)[O-])=C1
OC(=O)C1=C(C=CC=C1)C(=O)C1=CC=C(Cl)C=C1,O=C([At])C1=CC=CC=C1C(=O)C1=CC=C(Cl)C=C1
OC(=O)C1=C(Cl)N=C(Cl)C=C1,O=C([At])C1=CC=C(Cl)N=C1Cl
CC(=O)C1=C(C=CC=C1)C(O)=O,CC(=O)C1=CC=CC=C1C(=O)[At]
CC(C)(C)OCC(O)=O,CC(C)(C)OCC(=O)[At]
CC1=CC=CC(F)=C1C=O,CC1=C(C[At])C(F)=CC=C1
OC(=O)CCC1=CN=CC=C1,O=C([At])CCC1=CC=CN=C1
OC(=O)CN1C(=O)C2=C(C=CC=C2)C1=O,O=C([At])CN1C(=O)C2=C(C=CC=C2)C1=O
CC1=C(SC(=N1)C1=CC=C(C=C1)C(F)(F)F)C(O)=O,CC1=C(C(=O)[At])SC(C2=CC=C(C(F)(F)F)C=C2)=N1
OC(=O)CC1=CNC2=C1C=CC=C2,O=C([At])CC1=CNC2=C1C=CC=C2
COC(=O)C1=CN=C(C=C1)C(O)=O,O=C([At])C1=CC=C(C(=O)O)N=C1
CC1=CC=CC(=C1)C1=CC=C(C=C1)C(O)=O,CC1=CC=CC(C2=CC=C(C(=O)[At])C=C2)=C1
OC(=O)C1=CC=C2C=CC=CC2=C1Br,O=C([At])C1=C(Br)C2=CC=CC=C2C=C1
ClC1=CC=C(C=O)C=C1,ClC1=CC=C(C[At])C=C1
CC1(C)OC[C@@H](O1)C=O,CC1(C)OC[C@H](C[At])O1
OC(=O)C1=CC=C(Cl)S1,O=C([At])C1=CC=C(Cl)S1
CC1=NC=NC(C)=C1C(O)=O,CC1=NC=NC(C)=C1C(=O)[At]
CC1=CC(C)=C(CC(O)=O)C(C)=C1,CC1=CC(C)=C(CC(=O)[At])C(C)=C1
C[C@H](C(O)=O)C1=CC=CC=C1,C[C@H](C(=O)[At])C1=CC=CC=C1
OC(=O)C1CC(C1)C1=CC=CC=C1,O=C([At])C1CC(C2=CC=CC=C2)C1
CC(C)C(O)=O,CC(C)C(=O)[At]
OC(=O)C1=CC=C(OCC2=CC=CC=C2)C=C1,O=C([At])C1=CC=C(OCC2=CC=CC=C2)C=C1
CSC1=C(C=CC=N1)C(O)=O,CSC1=NC=CC=C1C(=O)[At]
CC(C)(C)OC(=O)NC1(CC1)C(O)=O,CC(C)(C)OC(=O)NC1(C(=O)[At])CC1
CCOC1=CC=C(C=O)C=C1,CCOC1=CC=C(C[At])C=C1
COC1=C(OC)C(OC)=C(C=C1)C(O)=O,COC1=CC=C(C(=O)[At])C(OC)=C1OC
O=CC1=CC=C2C=CC=CC2=C1,[At]CC1=CC2=CC=CC=C2C=C1
CCOC(=O)CCC(O)=O,O=C(O)CCC(=O)[At]
OC(=O)C1=CC=C2NN=CC2=C1F,O=C([At])C1=C(F)C2=C(C=C1)NN=C2
OC(=O)C1=CC=C(Cl)C(=C1)C(F)(F)F,O=C([At])C1=CC(C(F)(F)F)=C(Cl)C=C1
CC1=CC=C(N=C1)C(O)=O,CC1=CN=C(C(=O)[At])C=C1
CC1=CC=CC(C(O)=O)=C1O,CC1=CC=CC(C(=O)[At])=C1O
CCCCCCCCCCCCCC(O)=O,CCCCCCCCCCCCCC(=O)[At]
CCC(CO)(CO)C(O)=O,CCC(CO)(CO)C(=O)[At]
OC(=O)C(=O)C1=CC=CC=C1,O=C([At])C(=O)C1=CC=CC=C1
CC1=C(CC(O)=O)C=CC=C1,CC1=CC=CC=C1CC(=O)[At]
OC1=C(Br)C(C=O)=CC=C1,OC1=C(Br)C(C[At])=CC=C1
COC(OC)C=O,COC(C[At])OC
CCCC1=CC=C(C=C1)C(O)=O,CCCC1=CC=C(C(=O)[At])C=C1
OC(=O)CC1=C(Cl)C=CC=C1,O=C([At])CC1=CC=CC=C1Cl
FC1=CC(Cl)=CC(F)=C1C=O,FC1=CC(Cl)=CC(F)=C1C[At]
COC1=CC=C(C=O)C(Br)=C1O,COC1=C(O)C(Br)=C(C[At])C=C1
COC1=C(C)C=C(CC(O)=O)C=C1,COC1=CC=C(CC(=O)[At])C=C1C
OC(=O)\\C=C\\C1=CC2=C(OCO2)C=C1,O=C([At])/C=C/C1=CC=C2OCOC2=C1
ClC1=C(Br)C=C(C=O)C=C1,ClC1=CC=C(C[At])C=C1Br
CCO\\C=C\\C(O)=O,CCO/C=C/C(=O)[At]
CSC1=CC=CC=C1C=O,CSC1=C(C[At])C=CC=C1
CS(=O)(=O)N1CCC(CC1)C(O)=O,CS(=O)(=O)N1CCC(C(=O)[At])CC1
OC(=O)C1=C(C=CC=C1)C(F)(F)F,O=C([At])C1=CC=CC=C1C(F)(F)F
OC(=O)C1=CC=NC=C1Br,O=C([At])C1=C(Br)C=NC=C1
OC(=O)C1=CC=CC(=C1)[N+]([O-])=O,O=C([At])C1=CC([N+](=O)[O-])=CC=C1
OC(=O)CCC1CCCC1,O=C([At])CCC1CCCC1
CCOC1=CC(=CC(OCC)=C1OCC)C(O)=O,CCOC1=CC(C(=O)[At])=CC(OCC)=C1OCC
OC(=O)C1=CC=C(S1)C1=CC=CC=C1,O=C([At])C1=CC=C(C2=CC=CC=C2)S1
CC(C)CC(O)=O,CC(C)CC(=O)[At]
[O-][N+](=O)C1=CC(C=O)=C(Cl)C=C1,O=[N+]([O-])C1=CC(C[At])=C(Cl)C=C1
CC(C)(C)OC(=O)NCCC=O,CC(C)(C)OC(=O)NCCC[At]
FC1=C(C=O)C=C(C=C1)C#N,N#CC1=CC=C(F)C(C[At])=C1
OC(=O)C1=CC=C(Br)O1,O=C([At])C1=CC=C(Br)O1
OC(=O)CC1=C(Cl)C=CC=C1Cl,O=C([At])CC1=C(Cl)C=CC=C1Cl
OC(=O)C1CC1,O=C([At])C1CC1
CC1=C(C=CC=N1)C(O)=O,CC1=NC=CC=C1C(=O)[At]
OC(=O)CCC1CCCCC1,O=C([At])CCC1CCCCC1
OC(=O)c1ccc(Cl)cc1,O=C([At])C1=CC=C(Cl)C=C1
COC1=CC=C(C=C1)C1=CC=CC(C=O)=N1,COC1=CC=C(C2=CC=CC(C[At])=N2)C=C1
CC(C)(C)OC(=O)N[C@@H](C1CCCCC1)C(O)=O,CC(C)(C)OC(=O)N[C@H](C(=O)[At])C1CCCCC1
COC1=CC(C=O)=NC=C1,COC1=CC(C[At])=NC=C1
OC(=O)C1=CC=CC(Cl)=N1,O=C([At])C1=NC(Cl)=CC=C1
OC(=O)[C@@H]1CCCC[C@@H]1C(=O)C1=CC=CC=C1,O=C(C1=CC=CC=C1)[C@H]1CCCC[C@H]1C(=O)[At]
FC(F)(F)C1=CC=C(Cl)C(C=O)=C1,FC(F)(F)C1=CC=C(Cl)C(C[At])=C1
OC[C@H](NC(=O)OCC1=CC=CC=C1)C(O)=O,O=C(N[C@@H](CO)C(=O)[At])OCC1=CC=CC=C1
COC1=CC(Cl)=CC(=C1)C(O)=O,COC1=CC(Cl)=CC(C(=O)[At])=C1
OC(=O)CC1CCCC1=O,O=C([At])CC1CCCC1=O
CCC1=CC=C(C=O)C=C1[N+]([O-])=O,CCC1=C([N+](=O)[O-])C=C(C[At])C=C1
OC(=O)C1=CC(O)=CC=C1,O=C([At])C1=CC=CC(O)=C1
OC(=O)C1=C(F)C=CC(Br)=C1,O=C([At])C1=CC(Br)=CC=C1F
COC1=C(C)C=C(C=C1C)C(O)=O,COC1=C(C)C=C(C(=O)[At])C=C1C
CC1=CC=C(I)C(=C1)C(O)=O,CC1=CC=C(I)C(C(=O)[At])=C1
OC(=O)CC1=CC=C(Cl)C=C1,O=C([At])CC1=CC=C(Cl)C=C1
OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(Cl)=N2)C1=O,O=C([At])C1=CN(C2CC2)C2=C(C=C(F)C(Cl)=N2)C1=O
CCC1=NC=C(N1)C=O,CCC1=NC=C(C[At])N1
COC1=CC=C(C=O)C(Cl)=C1OC,COC1=C(OC)C(Cl)=C(C[At])C=C1
[O-][N+](=O)C1=CC(C=O)=C(Br)C=C1,O=[N+]([O-])C1=CC(C[At])=C(Br)C=C1
CC(=O)N1CCC[C@H]1C(O)=O,CC(=O)N1CCC[C@H]1C(=O)[At]
OC(=O)C1=CN=C(O)C=N1,O=C([At])C1=NC=C(O)N=C1
Cc1nc(co1)C(O)=O,CC1=NC(C(=O)[At])=CO1
CC1=NNC=C1C(O)=O,CC1=NNC=C1C(=O)[At]
CC1=CC(C(O)=O)=C(O)C=C1,CC1=CC(C(=O)[At])=C(O)C=C1
CC1=C(C=O)N=C(O1)C1=CC=CS1,CC1=C(C[At])N=C(C2=CC=CS2)O1
OC(=O)C1=CSC=C1,O=C([At])C1=CSC=C1
COC1=CC=C(C=C1)C1=CC=C(C=O)C=C1,COC1=CC=C(C2=CC=C(C[At])C=C2)C=C1
CC1=CC=C(CCC(O)=O)C=C1,CC1=CC=C(CCC(=O)[At])C=C1
CC1CCC2=C(C1)SC=C2C(O)=O,CC1CCC2=C(C1)SC=C2C(=O)[At]
OC(=O)C1=CC=C(C=C)C=C1,C=CC1=CC=C(C(=O)[At])C=C1
CN1C=CC=C1C(O)=O,CN1C=CC=C1C(=O)[At]
OC(=O)CN1C=CC=N1,O=C([At])CN1C=CC=N1
CNC(=O)CCC(O)=O,CNC(=O)CCC(=O)[At]
OC(=O)C1=CNC(=O)N1,O=C([At])C1=CNC(=O)N1
COC1=CC=CC(CC(O)=O)=C1,COC1=CC=CC(CC(=O)[At])=C1
OC(=O)CC1=C(F)C=C(F)C=C1,O=C([At])CC1=CC=C(F)C=C1F
COC1=CC2=C(C=C1)C=C(C=O)C=C2,COC1=CC2=CC=C(C[At])C=C2C=C1
OC(=O)C1=C(Br)C=CC=C1,O=C([At])C1=CC=CC=C1Br
CC1=C(C=CC=C1CC(O)=O)[N+]([O-])=O,CC1=C(CC(=O)[At])C=CC=C1[N+](=O)[O-]
CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,CC(C(=O)[At])C1=CC=CC(C(=O)C2=CC=CC=C2)=C1
CC1=C(SC=N1)C(O)=O,CC1=C(C(=O)[At])SC=N1
OC(=O)C1=C2OC3=C(C=CC=C3)C2=CC=C1,O=C([At])C1=CC=CC2=C1OC1=C2C=CC=C1
COC1=CC=NC=C1C=O,COC1=C(C[At])C=NC=C1
CC1=C(O)C=C(C=C1)C(O)=O,CC1=CC=C(C(=O)[At])C=C1O
OC(=O)C1=CC=C(OC(F)(F)F)C=C1,O=C([At])C1=CC=C(OC(F)(F)F)C=C1
OC(=O)C1=CC=CC2=C1CCCC2,O=C([At])C1=C2CCCCC2=CC=C1
CN1N=C(C=C1C(O)=O)C(C)(C)C,CN1N=C(C(C)(C)C)C=C1C(=O)[At]
OC1=CC=C(C=O)C(=C1)C(F)(F)F,OC1=CC(C(F)(F)F)=C(C[At])C=C1
O=CC1=C(C=CC=C1)C#C,C#CC1=CC=CC=C1C[At]
OC1=C(C=O)C=C(Cl)C=C1,OC1=CC=C(Cl)C=C1C[At]
CC1=C(\\C=C\\C(O)=O)C=CC=C1,CC1=CC=CC=C1/C=C/C(=O)[At]
OC(=O)CCCCC#C,C#CCCCCC(=O)[At]
CC(CC(O)=O)CC(C)(C)C,CC(CC(=O)[At])CC(C)(C)C
OC(=O)C1=CC(I)=CC=C1,O=C([At])C1=CC=CC(I)=C1
OC(=O)C1=NC(Cl)=CC=C1Br,O=C([At])C1=C(Br)C=CC(Cl)=N1
O=CC1=CNN=C1,[At]CC1=CNN=C1
CC1=C(C)C(C=O)=CC=C1,CC1=C(C)C(C[At])=CC=C1
OC(=O)C1=CC=C2N=CC=NC2=C1,O=C([At])C1=CC2=NC=CN=C2C=C1
COC(=O)CC(=C)C(O)=O,C=C(CC(=O)[At])C(=O)O
OC(=O)C1=CC=C(C=C1)[N+]([O-])=O,O=C([At])C1=CC=C([N+](=O)[O-])C=C1
OC(=O)CCC1=CC=CC(F)=C1,O=C([At])CCC1=CC(F)=CC=C1
CC(C)(C)OC(=O)N[C@@H](CC1=CC=CS1)C(O)=O,CC(C)(C)OC(=O)N[C@@H](CC1=CC=CS1)C(=O)[At]
CC1=CC(C=O)=CC(C)=C1,CC1=CC(C[At])=CC(C)=C1
OC(=O)C1=NNC2=CC=CC=C12,O=C([At])C1=NNC2=CC=CC=C12
OC(=O)CN1CCCCC1,O=C([At])CN1CCCCC1
COC1=CC(=CC(OC)=C1Br)C(O)=O,COC1=CC(C(=O)[At])=CC(OC)=C1Br
OC(=O)C1=CC2=C(OC(F)(F)O2)C=C1,O=C([At])C1=CC=C2OC(F)(F)OC2=C1
CCOC1=CC=C2NC(=CC2=C1)C(O)=O,CCOC1=CC2=C(C=C1)NC(C(=O)[At])=C2
OC(=O)C1=CSN=N1,O=C([At])C1=CSN=N1
OC(=O)C1=C(F)C=CC=C1,O=C([At])C1=CC=CC=C1F
OC(=O)CC1CCCCC1,O=C([At])CC1CCCCC1
OC(=O)C1=CC(O)=CC=C1F,O=C([At])C1=C(F)C=CC(O)=C1
OC(=O)C1=CC=C(C=C1)C1=CC=NC=C1,O=C([At])C1=CC=C(C2=CC=NC=C2)C=C1
COCC1=CC=C(O1)C(O)=O,COCC1=CC=C(C(=O)[At])O1
OC(=O)\\C=C\\C1=CC=C(C=C1)C(F)(F)F,O=C([At])/C=C/C1=CC=C(C(F)(F)F)C=C1
OC(=O)C1=CC=CC=C1,O=C([At])C1=CC=CC=C1
CCC(O)C(O)=O,CCC(O)C(=O)[At]
CC1=NC(=CS1)C1=CC(=NO1)C(O)=O,CC1=NC(C2=CC(C(=O)[At])=NO2)=CS1
O=CC1=CN=CN=C1,[At]CC1=CN=CN=C1
OC(=O)CCCCC1=CC=CC=C1,O=C([At])CCCCC1=CC=CC=C1
CC1=NC=C(C=C1)C(O)=O,CC1=CC=C(C(=O)[At])C=N1
COC1=CC=C(C=C1C)C(O)=O,COC1=C(C)C=C(C(=O)[At])C=C1
CC(C)OC1=CC=C(C=O)C=C1,CC(C)OC1=CC=C(C[At])C=C1
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,CC(C)CC1=CC=C(C(C)C(=O)[At])C=C1
[K+].OC([O-])=O,O=C([O-])[At]
OC(=O)CCC1=CC(O)=CC=C1,O=C([At])CCC1=CC=CC(O)=C1
COC1=CC=C(C(O)=O)C(F)=C1,COC1=CC(F)=C(C(=O)[At])C=C1
OC(=O)CCC1=CC=C(Br)C=C1,O=C([At])CCC1=CC=C(Br)C=C1
OC(=O)CC1=COC2=C1C=CC=C2,O=C([At])CC1=COC2=C1C=CC=C2
OC(=O)CCC1=CC=CC=C1F,O=C([At])CCC1=C(F)C=CC=C1
COC1=CC(C=O)=C(C=C1)[N+]([O-])=O,COC1=CC(C[At])=C([N+](=O)[O-])C=C1
OC(=O)[C@H]1CCCO1,O=C([At])[C@H]1CCCO1
CN1N=C(C(O)=O)C2=C1C=CC=C2,CN1N=C(C(=O)[At])C2=C1C=CC=C2
